user_id,signup_date,activity_date
c000110,2025-12-28,2025-12-28
c000110,2025-12-28,2026-01-08
c000110,2025-12-28,2026-01-13
c000110,2025-12-28,2026-01-30
c000110,2025-12-28,2026-02-12
c000110,2025-12-28,2026-03-01
c000111,2025-12-28,2025-12-28
c000112,2025-12-28,2025-12-28
c000112,2025-12-28,2026-01-04
c000112,2025-12-28,2026-01-20
c000112,2025-12-28,2026-02-18
c000113,2025-12-28,2025-12-28
c000113,2025-12-28,2026-01-08
c000113,2025-12-28,2026-01-21
c000113,2025-12-28,2026-01-25
c000114,2025-12-28,2025-12-28
c000114,2025-12-28,2026-01-04
c000114,2025-12-28,2026-01-11
c000114,2025-12-28,2026-02-21
c000114,2025-12-28,2026-03-07
c000115,2025-12-28,2025-12-28
c000115,2025-12-28,2026-01-18
c000115,2025-12-28,2026-02-10
c000115,2025-12-28,2026-02-16
c000116,2025-12-28,2025-12-28
c000116,2025-12-28,2026-01-10
c000116,2025-12-28,2026-01-30
c000116,2025-12-28,2026-02-01
c000116,2025-12-28,2026-02-20
c000117,2025-12-28,2025-12-28
c000117,2025-12-28,2026-01-29
c000117,2025-12-28,2026-02-21
c000118,2025-12-28,2025-12-28
c000118,2025-12-28,2026-01-06
c000118,2025-12-28,2026-01-11
c000119,2025-12-28,2025-12-28
c000119,2025-12-28,2026-01-17
c000119,2025-12-28,2026-01-29
c000119,2025-12-28,2026-03-14
c000120,2025-12-28,2025-12-28
c000120,2025-12-28,2026-01-06
c000120,2025-12-28,2026-02-09
c000120,2025-12-28,2026-03-07
c000120,2025-12-28,2026-03-14
c000121,2025-12-28,2025-12-28
c000121,2025-12-28,2026-01-23
c000121,2025-12-28,2026-01-30
c000121,2025-12-28,2026-02-11
c000122,2025-12-28,2025-12-28
c000122,2025-12-28,2026-01-05
c000122,2025-12-28,2026-01-30
c000122,2025-12-28,2026-02-05
c000122,2025-12-28,2026-03-04
c000122,2025-12-28,2026-03-08
c000123,2025-12-28,2025-12-28
c000123,2025-12-28,2026-01-16
c000123,2025-12-28,2026-01-19
c000123,2025-12-28,2026-02-22
c000124,2025-12-28,2025-12-28
c000124,2025-12-28,2026-01-14
c000124,2025-12-28,2026-02-20
c000125,2025-12-28,2025-12-28
c000125,2025-12-28,2026-02-26
c000125,2025-12-28,2026-03-13
c000126,2025-12-28,2025-12-28
c000126,2025-12-28,2026-01-08
c000126,2025-12-28,2026-01-16
c000127,2025-12-28,2025-12-28
c000127,2025-12-28,2026-01-09
c000128,2025-12-28,2025-12-28
c000128,2025-12-28,2026-01-14
c000128,2025-12-28,2026-02-08
c000128,2025-12-28,2026-02-19
c000129,2025-12-28,2025-12-28
c000129,2025-12-28,2026-01-10
c000130,2025-12-28,2025-12-28
c000130,2025-12-28,2026-02-05
c000131,2025-12-28,2025-12-28
c000131,2025-12-28,2026-01-17
c000132,2025-12-28,2025-12-28
c000132,2025-12-28,2026-01-24
c000132,2025-12-28,2026-02-19
c000132,2025-12-28,2026-02-28
c000133,2025-12-28,2025-12-28
c000133,2025-12-28,2026-01-10
c000133,2025-12-28,2026-02-07
c000134,2025-12-28,2025-12-28
c000134,2025-12-28,2026-01-17
c000134,2025-12-28,2026-01-18
c000134,2025-12-28,2026-01-27
c000134,2025-12-28,2026-02-11
c000134,2025-12-28,2026-02-16
c000135,2025-12-28,2025-12-28
c000135,2025-12-28,2026-01-05
c000135,2025-12-28,2026-01-11
c000135,2025-12-28,2026-01-26
c000135,2025-12-28,2026-02-08
c000136,2025-12-28,2025-12-28
c000136,2025-12-28,2026-01-08
c000136,2025-12-28,2026-01-24
c000137,2025-12-28,2025-12-28
c000137,2025-12-28,2026-01-04
c000137,2025-12-28,2026-01-17
c000137,2025-12-28,2026-02-15
c000137,2025-12-28,2026-03-12
c000138,2025-12-28,2025-12-28
c000138,2025-12-28,2026-01-06
c000138,2025-12-28,2026-01-12
c000138,2025-12-28,2026-01-20
c000138,2025-12-28,2026-03-13
c000139,2025-12-28,2025-12-28
c000139,2025-12-28,2026-01-14
c000139,2025-12-28,2026-01-18
c000139,2025-12-28,2026-01-29
c000139,2025-12-28,2026-02-12
c000140,2025-12-28,2025-12-28
c000140,2025-12-28,2026-01-10
c000140,2025-12-28,2026-01-15
c000140,2025-12-28,2026-02-02
c000140,2025-12-28,2026-02-12
c000140,2025-12-28,2026-03-07
c000140,2025-12-28,2026-03-14
c000141,2025-12-28,2025-12-28
c000141,2025-12-28,2026-01-17
c000141,2025-12-28,2026-01-27
c000142,2025-12-28,2025-12-28
c000142,2025-12-28,2026-01-06
c000142,2025-12-28,2026-01-15
c000142,2025-12-28,2026-02-07
c000142,2025-12-28,2026-03-10
c000143,2025-12-28,2025-12-28
c000144,2025-12-28,2025-12-28
c000144,2025-12-28,2026-01-17
c000144,2025-12-28,2026-01-25
c000144,2025-12-28,2026-02-07
c000145,2025-12-28,2025-12-28
c000145,2025-12-28,2026-01-07
c000145,2025-12-28,2026-01-16
c000145,2025-12-28,2026-01-23
c000145,2025-12-28,2026-01-25
c000146,2025-12-28,2025-12-28
c000146,2025-12-28,2026-01-10
c000146,2025-12-28,2026-02-09
c000146,2025-12-28,2026-03-21
c000147,2025-12-28,2025-12-28
c000147,2025-12-28,2026-01-09
c000147,2025-12-28,2026-02-25
c000148,2025-12-28,2025-12-28
c000148,2025-12-28,2026-01-14
c000148,2025-12-28,2026-01-24
c000148,2025-12-28,2026-01-31
c000148,2025-12-28,2026-03-17
c000149,2025-12-28,2025-12-28
c000149,2025-12-28,2026-01-05
c000149,2025-12-28,2026-01-13
c000149,2025-12-28,2026-01-30
c000149,2025-12-28,2026-02-21
c000150,2025-12-28,2025-12-28
c000150,2025-12-28,2026-01-05
c000150,2025-12-28,2026-01-15
c000150,2025-12-28,2026-01-24
c000150,2025-12-28,2026-02-09
c000151,2025-12-28,2025-12-28
c000151,2025-12-28,2026-01-08
c000151,2025-12-28,2026-01-12
c000151,2025-12-28,2026-01-29
c000151,2025-12-28,2026-02-01
c000152,2025-12-28,2025-12-28
c000152,2025-12-28,2026-01-21
c000153,2025-12-28,2025-12-28
c000153,2025-12-28,2026-01-12
c000153,2025-12-28,2026-01-24
c000153,2025-12-28,2026-03-02
c000154,2025-12-28,2025-12-28
c000154,2025-12-28,2026-01-09
c000154,2025-12-28,2026-01-19
c000155,2025-12-28,2025-12-28
c000155,2025-12-28,2026-01-10
c000155,2025-12-28,2026-01-11
c000155,2025-12-28,2026-02-06
c000155,2025-12-28,2026-02-18
c000156,2025-12-28,2025-12-28
c000156,2025-12-28,2026-02-12
c000156,2025-12-28,2026-03-11
c000157,2025-12-28,2025-12-28
c000157,2025-12-28,2026-01-06
c000157,2025-12-28,2026-03-07
c000158,2025-12-28,2025-12-28
c000158,2025-12-28,2026-01-07
c000158,2025-12-28,2026-01-27
c000158,2025-12-28,2026-02-18
c000158,2025-12-28,2026-02-26
c000159,2025-12-28,2025-12-28
c000159,2025-12-28,2026-01-20
c000159,2025-12-28,2026-01-30
c000159,2025-12-28,2026-03-14
c000160,2025-12-28,2025-12-28
c000160,2025-12-28,2026-01-09
c000161,2025-12-28,2025-12-28
c000161,2025-12-28,2026-01-11
c000161,2025-12-28,2026-02-27
c000162,2025-12-28,2025-12-28
c000162,2025-12-28,2026-01-04
c000162,2025-12-28,2026-01-21
c000162,2025-12-28,2026-02-07
c000163,2025-12-28,2025-12-28
c000164,2025-12-28,2025-12-28
c000164,2025-12-28,2026-01-10
c000164,2025-12-28,2026-01-27
c000164,2025-12-28,2026-02-12
c000165,2025-12-28,2025-12-28
c000165,2025-12-28,2026-01-12
c000166,2025-12-28,2025-12-28
c000166,2025-12-28,2026-01-04
c000166,2025-12-28,2026-01-31
c000167,2025-12-28,2025-12-28
c000167,2025-12-28,2026-01-05
c000167,2025-12-28,2026-01-16
c000167,2025-12-28,2026-01-22
c000168,2025-12-28,2025-12-28
c000168,2025-12-28,2026-01-08
c000169,2025-12-28,2025-12-28
c000169,2025-12-28,2026-01-13
c000169,2025-12-28,2026-01-29
c000169,2025-12-28,2026-02-11
c000169,2025-12-28,2026-02-15
c000169,2025-12-28,2026-02-25
c000170,2025-12-28,2025-12-28
c000170,2025-12-28,2026-01-10
c000170,2025-12-28,2026-01-15
c000170,2025-12-28,2026-01-30
c000171,2025-12-28,2025-12-28
c000171,2025-12-28,2026-01-09
c000171,2025-12-28,2026-01-25
c000171,2025-12-28,2026-02-12
c000172,2025-12-28,2025-12-28
c000172,2025-12-28,2026-01-06
c000172,2025-12-28,2026-01-29
c000172,2025-12-28,2026-02-28
c000172,2025-12-28,2026-03-18
c000173,2025-12-28,2025-12-28
c000173,2025-12-28,2026-01-11
c000173,2025-12-28,2026-01-23
c000174,2025-12-28,2025-12-28
c000174,2025-12-28,2026-01-30
c000175,2025-12-28,2025-12-28
c000175,2025-12-28,2026-01-04
c000175,2025-12-28,2026-02-09
c000175,2025-12-28,2026-02-17
c000176,2025-12-28,2025-12-28
c000176,2025-12-28,2026-01-04
c000176,2025-12-28,2026-01-18
c000176,2025-12-28,2026-02-16
c000177,2025-12-28,2025-12-28
c000177,2025-12-28,2026-02-16
c000178,2025-12-28,2025-12-28
c000178,2025-12-28,2026-01-23
c000179,2025-12-28,2025-12-28
c000179,2025-12-28,2026-01-04
c000179,2025-12-28,2026-01-11
c000179,2025-12-28,2026-01-22
c000179,2025-12-28,2026-03-01
c000180,2025-12-28,2025-12-28
c000180,2025-12-28,2026-01-07
c000180,2025-12-28,2026-01-14
c000180,2025-12-28,2026-01-24
c000180,2025-12-28,2026-01-28
c000180,2025-12-28,2026-02-18
c000180,2025-12-28,2026-03-13
c000181,2025-12-28,2025-12-28
c000181,2025-12-28,2026-01-07
c000181,2025-12-28,2026-01-15
c000181,2025-12-28,2026-01-19
c000182,2025-12-28,2025-12-28
c000182,2025-12-28,2026-02-01
c000183,2025-12-28,2025-12-28
c000183,2025-12-28,2026-01-09
c000183,2025-12-28,2026-01-16
c000183,2025-12-28,2026-01-23
c000183,2025-12-28,2026-01-29
c000184,2025-12-28,2025-12-28
c000184,2025-12-28,2026-02-04
c000185,2025-12-28,2025-12-28
c000185,2025-12-28,2026-01-24
c000186,2025-12-28,2025-12-28
c000187,2025-12-28,2025-12-28
c000187,2025-12-28,2026-01-07
c000187,2025-12-28,2026-01-11
c000187,2025-12-28,2026-02-20
c000188,2025-12-28,2025-12-28
c000188,2025-12-28,2026-02-05
c000189,2025-12-28,2025-12-28
c000189,2025-12-28,2026-02-03
c000189,2025-12-28,2026-02-21
c000190,2025-12-28,2025-12-28
c000190,2025-12-28,2026-02-10
c000191,2025-12-28,2025-12-28
c000191,2025-12-28,2026-01-09
c000191,2025-12-28,2026-02-04
c000191,2025-12-28,2026-02-19
c000192,2025-12-28,2025-12-28
c000192,2025-12-28,2026-01-05
c000192,2025-12-28,2026-02-03
c000192,2025-12-28,2026-02-13
c000193,2025-12-28,2025-12-28
c000193,2025-12-28,2026-01-04
c000193,2025-12-28,2026-01-29
c000193,2025-12-28,2026-02-05
c000193,2025-12-28,2026-02-08
c000193,2025-12-28,2026-03-03
c000194,2025-12-28,2025-12-28
c000194,2025-12-28,2026-01-04
c000194,2025-12-28,2026-01-15
c000195,2025-12-28,2025-12-28
c000195,2025-12-28,2026-01-11
c000195,2025-12-28,2026-01-31
c000195,2025-12-28,2026-03-05
c000196,2025-12-28,2025-12-28
c000196,2025-12-28,2026-01-07
c000196,2025-12-28,2026-01-12
c000196,2025-12-28,2026-01-22
c000196,2025-12-28,2026-02-06
c000197,2025-12-28,2025-12-28
c000197,2025-12-28,2026-01-16
c000197,2025-12-28,2026-02-03
c000197,2025-12-28,2026-03-04
c000198,2025-12-28,2025-12-28
c000198,2025-12-28,2026-01-07
c000199,2025-12-28,2025-12-28
c000199,2025-12-28,2026-01-16
c000199,2025-12-28,2026-01-19
c000199,2025-12-28,2026-02-14
